review,review_processed,label_text,source_file,review_rating,vader_compound,textblob_polarity,textblob_subjectivity,text_sentiment,normalized_key,label_source,language_pattern,pattern_type
"Every time I'm going to book for Grab, I'm going to be late for work. I book early as I can but there's an app issue and booking issue most of the time. Grab food 👎👎👎👎👎",every time i am going to book for grab i am going to be late for work i book early as i can but there's an app issue and booking issue most of the time grab food bad bad bad bad bad CONTRAST_FOCUS there's an app issue and booking issue most of the time grab food bad bad bad bad bad CONTRAST_FOCUS there's an app issue and booking issue most of the time grab food bad bad bad bad bad,there's an app issue and booking issue most of the time. grab food bad bad bad bad bad,grab_reviews.csv,1.0,-0.9552,-0.49999999999999983,0.6388888888888887,negative,"every time i'm going to book for grab, i'm going to be late for work. i book early as i can but there's an app issue and booking issue most of the time. grab food 👎👎👎👎👎",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Love to order frm food panda.. but sometimes, the delivery man cancel my orders make me a litt bit mess up..",love to order frm food panda but sometimes the delivery man cancel my orders make me a litt bit mess up CONTRAST_FOCUS sometimes the delivery man cancel my orders make me a litt bit mess up CONTRAST_FOCUS sometimes the delivery man cancel my orders make me a litt bit mess up,"sometimes, the delivery man cancel my orders make me a litt bit mess up..",foodpanda_reviews.csv,4.0,-0.5423,-0.175,0.175,negative,"love to order frm food panda.. but sometimes, the delivery man cancel my orders make me a litt bit mess up..",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
the worst company that I ever met.,the worst company that i ever met,the worst company that i ever met.,foodpanda_reviews.csv,1.0,-0.6249,-1.0,1.0,negative,the worst company that i ever met.,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
I don't like the new face of your app. Feels horrible,i dislike the new face of your app feels horrible,i dislike the new face of your app. feels horrible,grab_reviews.csv,5.0,-0.7269,-0.4318181818181818,0.7272727272727273,negative,i don't like the new face of your app. feels horrible,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
GPS is not very good,gps is not NOT_very NOT_good,gps is not very good,grab_reviews.csv,4.0,-0.3865,-0.26923076923076916,0.46153846153846156,negative,gps is not very good,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
useless customer support. prices mark on item and your bill is different. refund depend on customer service mood. i have given up on such service. 10 orders 5 failed,useless customer support prices mark on item and your bill is differe not refund depend on customer service mood i have given up on such service 10 orders 5 failed,useless customer support. prices mark on item and your bill is differe not. refund depend on customer service mood. i have given up on such service. 10 orders 5 failed,foodpanda_reviews.csv,1.0,-0.5267,-0.3333333333333333,0.3333333333333333,negative,useless customer support. prices mark on item and your bill is different. refund depend on customer service mood. i have given up on such service. 10 orders 5 failed,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Ji home day and 🐵😭🍷🥺🍷🍽️🤗😭🍷🥺🍷,ji home day and monkey face very sad wine glass pleading face wine glass fork and knife with plate smiling face with open hands very sad wine glass pleading face wine glass,ji home day and monkey face very sad wine glass pleading face wine glass fork and knife with plate smiling face with open hands very sad wine glass pleading face wine glass,foodpanda_reviews.csv,5.0,-0.584,-0.3375,0.625,negative,ji home day and 🐵😭🍷🥺🍷🍽️🤗😭🍷🥺🍷,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Does not work. Learn from Spotify. Details are important,broken learn from spotify details are importa not,broken. learn from spotify. details are importa not,foodpanda_reviews.csv,1.0,-0.4767,-0.4,0.4,negative,does not work. learn from spotify. details are important,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Always bug after update ,so bad!",always bug after update so bad,"always bug after update, so bad!",foodpanda_reviews.csv,1.0,-0.6988,-0.8749999999999998,0.6666666666666666,negative,"always bug after update ,so bad!",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Delivery time iss too bad they update their time 5 to 6 time after every 30 minutes still waiting for their delivery from almost 3hours very bad experience,delivery time iss too bad they update their time 5 to 6 time after every 30 minutes still waiting for their delivery from almost 3 hours very bad experience,delivery time iss too bad they update their time 5 to 6 time after every 30 minutes still waiting for their delivery from almost 3 hours very bad experience,foodpanda_reviews.csv,1.0,-0.7906,-0.8049999999999998,0.7666666666666666,negative,delivery time iss too bad they update their time 5 to 6 time after every 30 minutes still waiting for their delivery from almost 3hours very bad experience,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
The worst app in the world. Very complicated to use. BAD CUSTOMER SERVICE. UBER is much better due to they please customers,the worst app in the world very complicated to use bad customer service uber is much better due to they please customers,the worst app in the world. very complicated to use. bad customer service. uber is much better due to they please customers,grab_reviews.csv,1.0,-0.483,-0.3949999999999999,0.7083333333333333,negative,the worst app in the world. very complicated to use. bad customer service. uber is much better due to they please customers,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
Totally a bad app,totally a bad app,totally a bad app,foodpanda_reviews.csv,1.0,-0.5849,-0.6999999999999998,0.6666666666666666,negative,totally a bad app,VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
"Every time i order, u always ask for an update!!! Kinda annoying.",every time i order u always ask for an update kinda annoying,"every time i order, u always ask for an update!!! kinda annoying.",foodpanda_reviews.csv,3.0,-0.5078,-0.8,0.9,negative,"every time i order, u always ask for an update!!! kinda annoying.",VADER + TextBlob agreement on review text,raw app review (multilingual),real_review
